name,email,phone,cpf,age
Student 269,student269@example.com,5574932984293,26223783604,30
Student 270,student270@example.com,5564977290616,90310060176,21
Student 271,student271@example.com,5526941676154,57826229464,21
Student 272,student272@example.com,5538940085544,47102211546,25
Student 273,student273@example.com,5583945337089,42694922600,26
Student 274,student274@example.com,5584925645668,14666304428,29
Student 275,student275@example.com,5511949228729,12266366165,26
Student 276,student276@example.com,5522938125845,51863838210,27
Student 277,student277@example.com,5574990912541,02782752570,22
Student 278,student278@example.com,5574939684072,45913930207,23
Student 279,student279@example.com,5568975307819,59632270622,24
Student 280,student280@example.com,5567986783085,61244463914,28
Student 281,student281@example.com,5534995008475,01985418720,27
Student 282,student282@example.com,5589985922309,83252612690,22
Student 283,student283@example.com,5539917987822,70002492008,29
Student 284,student284@example.com,5550916793517,73476720586,22
Student 285,student285@example.com,5560919504190,12291117432,28
Student 286,student286@example.com,5587976692552,56514130062,20
Student 287,student287@example.com,5569976610426,53092642562,30
Student 288,student288@example.com,5545995219762,03234322716,27
Student 289,student289@example.com,5569944559620,61527466477,19
Student 290,student290@example.com,5571977343651,74734416559,29
Student 291,student291@example.com,5543951011359,98149590900,26
Student 292,student292@example.com,5563932824764,08566278445,30
Student 293,student293@example.com,5515979981827,57670941367,21
Student 294,student294@example.com,5518938381677,91639465995,18
Student 295,student295@example.com,5526977036853,97283025413,22
Student 296,student296@example.com,5591923672515,79568192883,26
Student 297,student297@example.com,5569995355596,90721205747,30
Student 298,student298@example.com,5517963956866,00016201930,20
Student 299,student299@example.com,5561989023966,45519974209,22
Student 300,student300@example.com,5534977095201,92499792825,30
Student 301,student301@example.com,5567940741843,89735243059,22
Student 302,student302@example.com,5572952354945,62624862080,29
Student 303,student303@example.com,5579992016372,23854230907,20
Student 304,student304@example.com,5517943728567,77481675830,26
Student 305,student305@example.com,5560924780008,33527059687,28
Student 306,student306@example.com,5592987155080,75159906940,30
Student 307,student307@example.com,5582940647728,29767264779,24
Student 308,student308@example.com,5596967254401,80110286855,21
Student 309,student309@example.com,5592936025939,17514076247,26
Student 310,student310@example.com,5513987553916,60453563813,30
Student 311,student311@example.com,5579938755837,79466360752,25
Student 312,student312@example.com,5579962847829,72301690113,21
Student 313,student313@example.com,5566943651062,87676936012,26
Student 314,student314@example.com,5532971114682,75397871397,24
Student 315,student315@example.com,5549967137772,40589730304,28
Student 316,student316@example.com,5587995317064,23546431103,23
Student 317,student317@example.com,5538939436694,84316009184,19
Student 318,student318@example.com,5539967847884,50038843382,23
Student 319,student319@example.com,5526999832489,22744889245,21
Student 320,student320@example.com,5567971807057,54602891144,26
Student 321,student321@example.com,5566982182651,07603482003,22
Student 322,student322@example.com,5534930748372,40033919429,25
Student 323,student323@example.com,5577936060100,83930573881,19
Student 324,student324@example.com,5546964187182,30900782102,24
Student 325,student325@example.com,5570938677021,77278965608,30
Student 326,student326@example.com,5535924965878,68205338370,30
Student 327,student327@example.com,5564987656013,01643311077,27
Student 328,student328@example.com,5585937760947,78265017502,23
Student 329,student329@example.com,5556941749920,54381693655,19
Student 330,student330@example.com,5594931479818,18755716989,26
Student 331,student331@example.com,5517994605259,79723677873,24
Student 332,student332@example.com,5558956895191,33470212740,28
Student 333,student333@example.com,5528968255459,90768739179,29
Student 334,student334@example.com,5537925674763,93405186757,28
Student 335,student335@example.com,5568982138697,70956164340,27
Student 336,student336@example.com,5516986584474,11093834102,25
Student 337,student337@example.com,5536963351549,82487937963,21
Student 338,student338@example.com,5528947978374,26413752491,23
Student 339,student339@example.com,5556928389923,08326126500,26
Student 340,student340@example.com,5558929693732,40368620069,26
Student 341,student341@example.com,5566928277838,93839474035,24
Student 342,student342@example.com,5529944214710,95818403203,25
Student 343,student343@example.com,5575976453498,91473815908,26
Student 344,student344@example.com,5584943165430,14587303364,18
Student 345,student345@example.com,5582976455402,18614553994,25
Student 346,student346@example.com,5571917450406,77393208970,26
Student 347,student347@example.com,5528973135441,53590074604,29
Student 348,student348@example.com,5511985973401,35832629485,26
Student 349,student349@example.com,5583989968314,88226387272,27
Student 350,student350@example.com,5541928065178,40164240977,29
Student 351,student351@example.com,5512925020666,41549392115,30
Student 352,student352@example.com,5597994307444,13936620725,22
Student 353,student353@example.com,5567977226540,22832148077,19
Student 354,student354@example.com,5568954515390,21297163265,28
Student 355,student355@example.com,5597989222596,42390616445,24
Student 356,student356@example.com,5523950676339,97385560903,30
Student 357,student357@example.com,5559940162755,68716101707,25
Student 358,student358@example.com,5587916178464,53900441260,20
Student 359,student359@example.com,5536993780995,46138889053,26
Student 360,student360@example.com,5551945423629,91934194492,23
Student 361,student361@example.com,5536925188240,17358213572,28
Student 362,student362@example.com,5590980305300,61038002508,26
Student 363,student363@example.com,5555924655425,30892062266,26
Student 364,student364@example.com,5594970196012,93487989522,25
Student 365,student365@example.com,5573969130429,72176394844,24
Student 366,student366@example.com,5566956703382,36123682067,27
Student 367,student367@example.com,5559948472734,35293289446,20
Student 368,student368@example.com,5520934940200,85615759720,22
Student 369,student369@example.com,5532916841070,39133081808,21
Student 370,student370@example.com,5563948806265,37868741155,21
Student 371,student371@example.com,5581926086768,66231691560,21
Student 372,student372@example.com,5556964011552,88944584150,20
Student 373,student373@example.com,5572928228991,95212770092,23
Student 374,student374@example.com,5599922442691,77754562804,24
Student 375,student375@example.com,5568980992851,02756023388,26
Student 376,student376@example.com,5548961819947,60455260230,18
Student 377,student377@example.com,5552973398116,03427479757,25
Student 378,student378@example.com,5562999746341,41399922041,26
Student 379,student379@example.com,5566923674650,73721823281,24
Student 380,student380@example.com,5582941047020,92414142782,25
Student 381,student381@example.com,5586920070350,36158841404,26
Student 382,student382@example.com,5536922745304,41250315174,22
Student 383,student383@example.com,5575969070833,82959231708,28
Student 384,student384@example.com,5567924917507,28395801521,30
Student 385,student385@example.com,5514995591135,92109037067,25
Student 386,student386@example.com,5547928769811,98133077222,30
Student 387,student387@example.com,5583955488292,28125593730,25
Student 388,student388@example.com,5522924790119,64037048698,21
Student 389,student389@example.com,5588949580466,41350598640,19
Student 390,student390@example.com,5563975260019,40134993802,28
Student 391,student391@example.com,5524973859069,60513971599,20
Student 392,student392@example.com,5561991786707,04671396521,22
Student 393,student393@example.com,5515936808313,41125005130,22
Student 394,student394@example.com,5590963054884,89439706252,30
Student 395,student395@example.com,5589931519178,33874029298,21
Student 396,student396@example.com,5530956195641,42011794609,28
Student 397,student397@example.com,5530973886671,97972350680,19
Student 398,student398@example.com,5554964457158,18742612535,30
Student 399,student399@example.com,5592926252224,13737308896,19
Student 400,student400@example.com,5530968538540,10145953122,25
Student 401,student401@example.com,5557939841195,08328486113,25
Student 402,student402@example.com,5518978473012,39747067129,18
Student 403,student403@example.com,5568993533408,38629994240,19
Student 404,student404@example.com,5534933447985,94189458350,22
Student 405,student405@example.com,5597966229695,31970891203,30
Student 406,student406@example.com,5592945469604,47480409125,18
Student 407,student407@example.com,5518952260472,09217609579,25
Student 408,student408@example.com,5595955443037,38575533169,28
Student 409,student409@example.com,5548941259308,90703845403,28
Student 410,student410@example.com,5572919086947,53238124609,30
Student 411,student411@example.com,5557951087902,27294992703,28
Student 412,student412@example.com,5511957584531,72155650418,25
Student 413,student413@example.com,5540957686728,81621854027,28
Student 414,student414@example.com,5590990394983,30843745380,29
Student 415,student415@example.com,5513912218296,63726058133,19
Student 416,student416@example.com,5548945585367,70591382180,19
Student 417,student417@example.com,5535995721400,71464343110,24
Student 418,student418@example.com,5597956646378,06579385642,21
Student 419,student419@example.com,5540964758943,00694348759,26
Student 420,student420@example.com,5531933588186,07413094169,30
Student 421,student421@example.com,5554927454397,32846630968,22
Student 422,student422@example.com,5533922770962,76562583292,28
Student 423,student423@example.com,5558932955328,83882493712,28
Student 424,student424@example.com,5565942286376,41010536427,30
Student 425,student425@example.com,5518979698025,34240399424,30
Student 426,student426@example.com,5584970769822,58304901293,23
Student 427,student427@example.com,5571980366198,44728426378,20
Student 428,student428@example.com,5528993433096,73606972202,27
Student 429,student429@example.com,5571986096761,78340251392,24
Student 430,student430@example.com,5522960685406,89351333965,30
Student 431,student431@example.com,5553985153514,44853627600,29
Student 432,student432@example.com,5561974508196,67630480172,20
Student 433,student433@example.com,5531930128652,78198653422,26
Student 434,student434@example.com,5564927495806,75677880043,22
Student 435,student435@example.com,5519919184244,37815530788,25
Student 436,student436@example.com,5556997064622,32951063040,28
Student 437,student437@example.com,5559927309646,27873101762,29
Student 438,student438@example.com,5533929099091,58565420884,26
Student 439,student439@example.com,5552941256106,15501582368,19
Student 440,student440@example.com,5549915279379,77679614865,24
Student 441,student441@example.com,5571933064215,15430180254,20
Student 442,student442@example.com,5589978789460,04367475298,24
Student 443,student443@example.com,5572914766014,26786157319,22
Student 444,student444@example.com,5560964155319,95148909064,24
Student 445,student445@example.com,5518980055205,30582424410,19
Student 446,student446@example.com,5539973322135,21531062067,28
Student 447,student447@example.com,5531997521840,60132770440,29
Student 448,student448@example.com,5585967193728,68845705986,27
Student 449,student449@example.com,5526979999687,99007974858,22
Student 450,student450@example.com,5512974403651,71602392889,26
Student 451,student451@example.com,5585971418295,23882435801,22
Student 452,student452@example.com,5593942355162,91769502122,20
Student 453,student453@example.com,5569970828050,30584862270,29
Student 454,student454@example.com,5565945482969,87760923309,19
Student 455,student455@example.com,5575939179017,70222403969,22
Student 456,student456@example.com,5545963828581,19473989032,21
Student 457,student457@example.com,5567970389394,83356389181,21
Student 458,student458@example.com,5555927845328,94068475156,22
Student 459,student459@example.com,5550928348962,42664143662,24
Student 460,student460@example.com,5599999563620,27196232020,27
Student 461,student461@example.com,5570949286410,47683626309,23
Student 462,student462@example.com,5527919541200,01133859941,20
Student 463,student463@example.com,5551999594871,47093043437,21
Student 464,student464@example.com,5515917832147,96244021240,20
Student 465,student465@example.com,5524994530301,77517980505,26
Student 466,student466@example.com,5533950396340,23791700960,18
Student 467,student467@example.com,5539938365054,08128608703,28
Student 468,student468@example.com,5526945022980,27524478925,23
Student 469,student469@example.com,5583985551138,84570499929,29
Student 470,student470@example.com,5558994783203,73550420846,26
Student 471,student471@example.com,5560935988167,82618771168,25
Student 472,student472@example.com,5583998316512,66654592336,28
Student 473,student473@example.com,5516935642774,67894514802,18
Student 474,student474@example.com,5520996881199,84269152486,22
Student 475,student475@example.com,5559999353867,65502528650,21
Student 476,student476@example.com,5542915831809,26642203658,21
Student 477,student477@example.com,5532998782287,85249460321,21
Student 478,student478@example.com,5523942388694,00839634480,28
Student 479,student479@example.com,5596985884620,47267107451,30
Student 480,student480@example.com,5598993596760,55463751404,25
Student 481,student481@example.com,5595957579677,79040324905,25
Student 482,student482@example.com,5584914976593,65215640130,18
Student 483,student483@example.com,5571923040016,44578580806,21
Student 484,student484@example.com,5572939797910,94916770471,24
Student 485,student485@example.com,5559941041535,13946372929,29
Student 486,student486@example.com,5593923613427,06846122320,29
Student 487,student487@example.com,5540964563470,10751697044,26
Student 488,student488@example.com,5529944077476,44529682609,22
Student 489,student489@example.com,5542965799185,13797965559,19
Student 490,student490@example.com,5550946858226,31700620347,27
Student 491,student491@example.com,5541979995407,43059281670,23
Student 492,student492@example.com,5522911769320,04176690623,28
Student 493,student493@example.com,5598921381978,57032037917,23
Student 494,student494@example.com,5553919597085,75906274880,25
Student 495,student495@example.com,5564982643139,44148031106,26
Student 496,student496@example.com,5581989044703,31805044125,23
Student 497,student497@example.com,5560976649035,46051234748,27
Student 498,student498@example.com,5515993386277,88668547780,22
Student 499,student499@example.com,5559938119377,76268925939,28
Student 500,student500@example.com,5558962425935,84435871564,24
Student 501,student501@example.com,5531941550433,08890637293,30
Student 502,student502@example.com,5541917503843,53754534602,18
Student 503,student503@example.com,5542978770998,81221989022,25
Student 504,student504@example.com,5583965666868,77430476600,22
Student 505,student505@example.com,5546917077724,29400382367,29
Student 506,student506@example.com,5537916130113,49884149739,24
Student 507,student507@example.com,5586926287955,78210817957,20
Student 508,student508@example.com,5542974054555,51280098660,22
Student 509,student509@example.com,5580918947287,57653037305,27
Student 510,student510@example.com,5596996448853,77911607818,27
Student 511,student511@example.com,5572981893602,08259628384,24
Student 512,student512@example.com,5597959402126,08912951866,19
Student 513,student513@example.com,5579937557190,17061387416,20
Student 514,student514@example.com,5558946565860,66341556829,27
Student 515,student515@example.com,5590947537464,90080076572,24
Student 516,student516@example.com,5587915326972,78010571474,24
Student 517,student517@example.com,5515976042760,68571836515,30
Student 518,student518@example.com,5577916834480,91233323792,18
Student 519,student519@example.com,5524949100146,64642723650,21
Student 520,student520@example.com,5530988903154,62274509280,29
Student 521,student521@example.com,5555927161528,68482830376,27
Student 522,student522@example.com,5522925426168,96531367636,25
Student 523,student523@example.com,5571911384143,72357106670,21
Student 524,student524@example.com,5519934017976,34252489288,23
Student 525,student525@example.com,5523980678906,20940530406,28
Student 526,student526@example.com,5540999504444,20079614744,18
Student 527,student527@example.com,5552934657979,72014744300,24
Student 528,student528@example.com,5524931372603,40416134939,23
Student 529,student529@example.com,5566945176469,82860389750,29
Student 530,student530@example.com,5560995099898,02030816337,18
Student 531,student531@example.com,5539928298438,43779915316,27
Student 532,student532@example.com,5566922239516,70173780164,30
Student 533,student533@example.com,5581910787488,81283548330,29
Student 534,student534@example.com,5552967992219,06220814975,29
Student 535,student535@example.com,5520976587543,49036846528,30
Student 536,student536@example.com,5519979280464,62759746720,24
Student 537,student537@example.com,5553918181351,05639178736,19
Student 538,student538@example.com,5579991776757,35404691840,27
Student 539,student539@example.com,5511936912920,22610760370,27
Student 540,student540@example.com,5538999343903,49773981061,23
Student 541,student541@example.com,5581955903042,75471751043,30
Student 542,student542@example.com,5533956672862,69939633610,20
Student 543,student543@example.com,5566926399912,91210720272,28
Student 544,student544@example.com,5512913474694,40986101087,27
Student 545,student545@example.com,5580961042001,20015363643,19
Student 546,student546@example.com,5550912711580,29827924788,29
Student 547,student547@example.com,5598931464137,73423442140,28
Student 548,student548@example.com,5585918531749,50994146213,28
Student 549,student549@example.com,5569985600250,46385653013,19
Student 550,student550@example.com,5554947835346,88945977414,29
Student 551,student551@example.com,5563946342153,30891980377,25
Student 552,student552@example.com,5551931418233,12910095150,19
Student 553,student553@example.com,5578925703327,13086308400,30
Student 554,student554@example.com,5568951473563,92793559377,27
Student 555,student555@example.com,5564955194938,12328055214,25
Student 556,student556@example.com,5518966619730,01238203752,23
Student 557,student557@example.com,5545954926191,73530452300,25
Student 558,student558@example.com,5518910529190,90455284369,30
